Temp	freq	eps_real	eps_imag	loss	condAC_real	condAC_imag	m_real	m_imag	z_real	z_imag	Cp	Rp	Z_real_normalized	Z_imag_normalized	|Z|	Theta	Z_real_normalized	Z_imag_normalized	Dimensions
388	22387.2	33.9276	0.664599	0.0195888	8.28E-07	4.23E-05	0.0294633	0.000577149	6828.98	348617	2.04E-11	1.78E+07	46340.4	2.37E+06	348684	88.8778	8.28E-09	4.23E-07	0
388	25118.9	33.8849	0.645743	0.0190569	9.02E-07	4.74E-05	0.0295009	0.000562198	5928.67	311103	2.04E-11	1.63E+07	40231	2.11E+06	311159	88.9083	9.02E-09	4.74E-07	0
388	28183.8	33.8356	0.611526	0.0180735	9.59E-07	5.31E-05	0.029545	0.00053398	5018.73	277685	2.03E-11	1.54E+07	34056.2	1.88E+06	277730	88.9646	9.59E-09	5.31E-07	0
388	31622.8	33.7994	0.587304	0.0173762	1.03E-06	5.95E-05	0.0295774	0.000513941	4305.08	247758	2.03E-11	1.43E+07	29213.6	1.68E+06	247795	89.0045	1.03E-08	5.95E-07	0
388	35481.3	33.7622	0.563056	0.0166771	1.11E-06	6.66E-05	0.0296107	0.000493821	3686.7	221063	2.03E-11	1.33E+07	25017.3	1.50E+06	221094	89.0446	1.11E-08	6.66E-07	0
388	39810.7	33.7376	0.553376	0.0164023	1.23E-06	7.47E-05	0.0296325	0.000486042	3234.02	197168	2.03E-11	1.20E+07	21945.5	1.34E+06	197195	89.0603	1.23E-08	7.47E-07	0
388	44668.4	33.6966	0.534572	0.0158643	1.33E-06	8.37E-05	0.0296691	0.000470679	2791.21	175943	2.02E-11	1.11E+07	18940.7	1.19E+06	175966	89.0911	1.33E-08	8.37E-07	0
388	50118.7	33.6613	0.513933	0.0152678	1.43E-06	9.39E-05	0.0297008	0.000453464	2396.69	156977	2.02E-11	1.03E+07	16263.5	1.07E+06	156995	89.1253	1.43E-08	9.39E-07	0
388	56234.1	33.6198	0.504964	0.0150199	1.58E-06	0.000105178	0.0297377	0.000446656	2103.98	140080	2.02E-11	9.33E+06	14277.3	950558	140096	89.1395	1.58E-08	1.05E-06	0
388	63095.7	33.5934	0.485738	0.0144593	1.71E-06	0.000117919	0.0297615	0.000430331	1806.64	124946	2.02E-11	8.64E+06	12259.5	847864	124959	89.1716	1.71E-08	1.18E-06	0
388	70794.6	33.5633	0.479091	0.0142743	1.89E-06	0.000132188	0.0297884	0.000425208	1591	111459	2.02E-11	7.81E+06	10796.2	756343	111470	89.1822	1.89E-08	1.32E-06	0
388	79432.8	33.5313	0.462749	0.0138005	2.04E-06	0.000148177	0.0298172	0.000411492	1372.24	99433.9	2.01E-11	7.21E+06	9311.77	674742	99443.4	89.2093	2.04E-08	1.48E-06	0
388	89125.1	33.4987	0.451428	0.013476	2.24E-06	0.000166095	0.0298464	0.00040221	1195.42	88707.6	2.01E-11	6.58E+06	8111.93	601955	88715.7	89.2279	2.24E-08	1.66E-06	0
388	100000	33.4755	0.447574	0.0133702	2.49E-06	0.000186232	0.0298673	0.000399331	1057.79	79115.9	2.01E-11	5.92E+06	7178.02	536867	79123	89.234	2.49E-08	1.86E-06	0
388	112202	33.4236	0.435695	0.0130356	2.72E-06	0.000208632	0.0299139	0.000389944	920.6	70622.2	2.01E-11	5.42E+06	6247.04	479231	70628.2	89.2532	2.72E-08	2.09E-06	0
388	125893	33.4072	0.43351	0.0129766	3.04E-06	0.000233975	0.0299286	0.00038837	817.174	62973.1	2.01E-11	4.85E+06	5545.2	427325	62978.4	89.2565	3.04E-08	2.34E-06	0
388	141254	33.3799	0.419096	0.0125553	3.29E-06	0.00026231	0.0299534	0.000376075	705.249	56171.3	2.01E-11	4.47E+06	4785.7	381169	56175.7	89.2807	3.29E-08	2.62E-06	0
388	158489	33.3504	0.405749	0.0121662	3.58E-06	0.000294056	0.0299802	0.000364746	609.62	50107.5	2.00E-11	4.12E+06	4136.78	340021	50111.2	89.303	3.58E-08	2.94E-06	0
388	177828	33.3191	0.394393	0.0118369	3.90E-06	0.000329626	0.0300086	0.000355207	529.115	44700.7	2.00E-11	3.78E+06	3590.49	303331	44703.8	89.3218	3.90E-08	3.30E-06	0
388	199526	33.2956	0.387943	0.0116515	4.31E-06	0.000369586	0.0300299	0.000349893	464.519	39867.8	2.00E-11	3.42E+06	3152.15	270536	39870.5	89.3324	4.31E-08	3.70E-06	0
388	223872	33.2675	0.378428	0.0113753	4.71E-06	0.000414332	0.0300555	0.000341891	404.535	35562.5	2.00E-11	3.13E+06	2745.11	241321	35564.8	89.3483	4.71E-08	4.14E-06	0
388	251189	33.2397	0.373105	0.0112247	5.21E-06	0.0004645	0.0300807	0.000337646	356.066	31721.7	2.00E-11	2.83E+06	2416.2	215258	31723.7	89.3569	5.21E-08	4.65E-06	0
388	281838	33.2169	0.36802	0.0110793	5.77E-06	0.00052082	0.0301014	0.000333502	313.449	28291.5	2.00E-11	2.55E+06	2127.01	191981	28293.2	89.3652	5.77E-08	5.21E-06	0
388	316228	33.1921	0.353411	0.0106474	6.22E-06	0.000583933	0.0301242	0.000320746	268.676	25233.9	1.99E-11	2.37E+06	1823.19	171233	25235.3	89.39	6.22E-08	5.84E-06	0
388	354813	33.1691	0.353137	0.0106466	6.97E-06	0.00065473	0.0301451	0.000320942	239.604	22505.3	1.99E-11	2.11E+06	1625.92	152717	22506.6	89.39	6.97E-08	6.55E-06	0
388	398107	33.1441	0.341815	0.010313	7.57E-06	0.000734066	0.030168	0.000311123	207.014	20073.1	1.99E-11	1.95E+06	1404.76	136213	20074.2	89.4091	7.57E-08	7.34E-06	0
388	446684	33.1216	0.330107	0.00996651	8.20E-06	0.000823077	0.0301888	0.000300877	178.425	17902.5	1.99E-11	1.80E+06	1210.76	121483	17903.4	89.429	8.20E-08	8.23E-06	0
388	501187	33.1051	0.319241	0.00964324	8.90E-06	0.000923047	0.030204	0.000291265	153.942	15963.7	1.99E-11	1.66E+06	1044.62	108327	15964.4	89.4475	8.90E-08	9.23E-06	0
388	562341	33.0861	0.31725	0.00958861	9.92E-06	0.00103508	0.0302214	0.000289781	136.502	14235.8	1.99E-11	1.48E+06	926.278	96601.9	14236.5	89.4506	9.92E-08	1.04E-05	0
388	630957	33.0664	0.310129	0.00937898	1.09E-05	0.00116069	0.0302396	0.000283616	119.069	12695.3	1.99E-11	1.35E+06	807.983	86148.3	12695.9	89.4626	1.09E-07	1.16E-05	0
388	707946	33.0509	0.30148	0.00912169	1.19E-05	0.0013017	0.0302538	0.000275966	103.258	11320.1	1.99E-11	1.24E+06	700.692	76816	11320.5	89.4774	1.19E-07	1.30E-05	0
388	794328	33.0347	0.293993	0.00889949	1.30E-05	0.00145982	0.0302688	0.000269377	89.8314	10094	1.98E-11	1.13E+06	609.581	68496.1	10094.4	89.4901	1.30E-07	1.46E-05	0
388	891251	33.0172	0.288102	0.00872582	1.43E-05	0.00163707	0.030285	0.000264261	78.542	9001.1	1.98E-11	1.03E+06	532.973	61080	9001.44	89.5001	1.43E-07	1.64E-05	0
388	1.00E+06	32.9988	0.279129	0.00845877	1.55E-05	0.00183581	0.0303019	0.000256317	67.8962	8026.73	1.98E-11	948992	460.732	54468	8027.01	89.5154	1.55E-07	1.84E-05	0
405	100	64.1999	4.33489	0.0675218	2.41E-08	3.57E-07	0.0155057	0.00104697	2.77E+06	4.11E+07	3.86E-11	6.11E+08	1.88E+07	2.79E+08	4.12E+07	86.1371	2.41E-10	3.57E-09	0
405	112.202	47.3795	14.3854	0.30362	8.98E-08	2.96E-07	0.0193247	0.00586737	1.39E+07	4.56E+07	2.85E-11	1.64E+08	9.40E+07	3.10E+08	4.77E+07	73.1107	8.98E-10	2.96E-09	0
405	125.893	44.316	13.0519	0.294519	9.14E-08	3.10E-07	0.0207641	0.00611542	1.29E+07	4.37E+07	2.66E-11	1.61E+08	8.73E+07	2.96E+08	4.55E+07	73.5893	9.14E-10	3.10E-09	0
405	141.254	44.1225	13.8669	0.314282	1.09E-07	3.47E-07	0.0206268	0.00648263	1.22E+07	3.87E+07	2.65E-11	1.35E+08	8.25E+07	2.62E+08	4.05E+07	72.553	1.09E-09	3.47E-09	0
405	158.489	43.0578	11.8953	0.276264	1.05E-07	3.80E-07	0.0215778	0.00596116	9.96E+06	3.61E+07	2.59E-11	1.41E+08	6.76E+07	2.45E+08	3.74E+07	74.5565	1.05E-09	3.80E-09	0
405	177.828	42.6731	9.41812	0.220704	9.32E-08	4.22E-07	0.0223455	0.00493174	7.35E+06	3.33E+07	2.56E-11	1.58E+08	4.99E+07	2.26E+08	3.41E+07	77.5541	9.32E-10	4.22E-09	0
405	199.526	39.4655	8.18161	0.20731	9.08E-08	4.38E-07	0.0242945	0.0050365	6.69E+06	3.23E+07	2.37E-11	1.62E+08	4.54E+07	2.19E+08	3.29E+07	78.2879	9.08E-10	4.38E-09	0
405	223.872	41.5826	9.35993	0.225093	1.17E-07	5.18E-07	0.0228888	0.00515211	6.10E+06	2.71E+07	2.50E-11	1.26E+08	4.14E+07	1.84E+08	2.78E+07	77.3146	1.17E-09	5.18E-09	0
405	251.189	40.0669	9.53256	0.237916	1.33E-07	5.60E-07	0.0236212	0.00561988	5.93E+06	2.49E+07	2.41E-11	1.11E+08	4.02E+07	1.69E+08	2.56E+07	76.6172	1.33E-09	5.60E-09	0
405	281.838	38.6223	7.36173	0.190608	1.15E-07	6.06E-07	0.024984	0.00476216	4.48E+06	2.35E+07	2.32E-11	1.28E+08	3.04E+07	1.59E+08	2.39E+07	79.2084	1.15E-09	6.06E-09	0
405	316.228	40.5011	7.2614	0.179289	1.28E-07	7.13E-07	0.0239217	0.0042889	3.59E+06	2.00E+07	2.43E-11	1.15E+08	2.44E+07	1.36E+08	2.04E+07	79.8355	1.28E-09	7.13E-09	0
405	354.813	41.0433	6.75774	0.164649	1.33E-07	8.10E-07	0.0237214	0.00390571	2.92E+06	1.77E+07	2.47E-11	1.10E+08	1.98E+07	1.20E+08	1.79E+07	80.6502	1.33E-09	8.10E-09	0
405	398.107	39.7793	7.74546	0.194711	1.72E-07	8.81E-07	0.0242204	0.00471597	3.14E+06	1.61E+07	2.39E-11	8.59E+07	2.13E+07	1.09E+08	1.64E+07	78.9818	1.72E-09	8.81E-09	0
405	446.684	39.517	7.19084	0.181968	1.79E-07	9.82E-07	0.0244945	0.00445721	2.64E+06	1.45E+07	2.37E-11	8.25E+07	1.79E+07	9.86E+07	1.48E+07	79.6868	1.79E-09	9.82E-09	0
405	501.187	38.9763	6.5534	0.168138	1.83E-07	1.09E-06	0.0249512	0.00419525	2.22E+06	1.32E+07	2.34E-11	8.06E+07	1.50E+07	8.95E+07	1.34E+07	80.4557	1.83E-09	1.09E-08	0
405	562.341	38.1302	6.62565	0.173764	2.07E-07	1.19E-06	0.0254573	0.00442356	2.08E+06	1.20E+07	2.29E-11	7.11E+07	1.41E+07	8.14E+07	1.22E+07	80.1425	2.07E-09	1.19E-08	0
405	630.957	38.4492	5.97449	0.155387	2.10E-07	1.35E-06	0.0253952	0.00394607	1.66E+06	1.07E+07	2.31E-11	7.03E+07	1.12E+07	7.23E+07	1.08E+07	81.1676	2.10E-09	1.35E-08	0
405	707.946	38.3321	4.89454	0.127688	1.93E-07	1.51E-06	0.0256693	0.00327766	1.23E+06	9.60E+06	2.30E-11	7.64E+07	8.32E+06	6.52E+07	9.68E+06	82.7234	1.93E-09	1.51E-08	0
405	794.328	38.5371	4.76574	0.123666	2.11E-07	1.70E-06	0.0255582	0.00316069	1.05E+06	8.52E+06	2.32E-11	7.00E+07	7.15E+06	5.78E+07	8.59E+06	82.9502	2.11E-09	1.70E-08	0
405	891.251	38.0188	4.61419	0.121366	2.29E-07	1.89E-06	0.025921	0.00314593	935013	7.70E+06	2.28E-11	6.44E+07	6.34E+06	5.23E+07	7.76E+06	83.0801	2.29E-09	1.89E-08	0
405	1000	37.5373	4.00585	0.106717	2.23E-07	2.09E-06	0.0263402	0.00281094	744594	6.98E+06	2.26E-11	6.61E+07	5.05E+06	4.73E+07	7.02E+06	83.9086	2.23E-09	2.09E-08	0
405	1122.02	37.5024	4.05343	0.108085	2.53E-07	2.34E-06	0.0263571	0.00284879	672557	6.22E+06	2.25E-11	5.82E+07	4.56E+06	4.22E+07	6.26E+06	83.8312	2.53E-09	2.34E-08	0
405	1258.92	37.3378	3.94792	0.105735	2.77E-07	2.62E-06	0.0264864	0.00280055	589266	5.57E+06	2.24E-11	5.33E+07	4.00E+06	3.78E+07	5.60E+06	83.9642	2.77E-09	2.62E-08	0
405	1412.54	37.2172	3.51583	0.0944678	2.76E-07	2.92E-06	0.0266316	0.00251583	471791	4.99E+06	2.24E-11	5.33E+07	3.20E+06	3.39E+07	5.02E+06	84.6034	2.76E-09	2.92E-08	0
405	1584.89	37.0733	3.35384	0.0904651	2.96E-07	3.27E-06	0.0267546	0.00242036	404528	4.47E+06	2.23E-11	4.98E+07	2.75E+06	3.03E+07	4.49E+06	84.8308	2.96E-09	3.27E-08	0
405	1778.28	36.8422	3.10639	0.084316	3.07E-07	3.64E-06	0.0269512	0.00227242	338498	4.01E+06	2.21E-11	4.80E+07	2.30E+06	2.72E+07	4.03E+06	85.1804	3.07E-09	3.64E-08	0
405	1995.26	36.7513	2.97266	0.080886	3.30E-07	4.08E-06	0.0270331	0.0021866	290294	3.59E+06	2.21E-11	4.47E+07	1.97E+06	2.44E+07	3.60E+06	85.3756	3.30E-09	4.08E-08	0
405	2238.72	36.5718	2.83743	0.0775853	3.53E-07	4.55E-06	0.0271799	0.00210876	249514	3.22E+06	2.20E-11	4.17E+07	1.69E+06	2.18E+07	3.23E+06	85.5636	3.53E-09	4.55E-08	0
405	2511.89	36.4946	2.71092	0.0742828	3.79E-07	5.10E-06	0.0272509	0.00202428	213471	2.87E+06	2.19E-11	3.89E+07	1.45E+06	1.95E+07	2.88E+06	85.7517	3.79E-09	5.10E-08	0
405	2818.38	36.2909	2.60881	0.0718861	4.09E-07	5.69E-06	0.0274135	0.00197065	185216	2.58E+06	2.18E-11	3.60E+07	1.26E+06	1.75E+07	2.58E+06	85.8883	4.09E-09	5.69E-08	0
405	3162.28	36.094	2.5222	0.0698786	4.44E-07	6.35E-06	0.0275708	0.00192661	161384	2.31E+06	2.17E-11	3.32E+07	1.10E+06	1.57E+07	2.32E+06	86.0028	4.44E-09	6.35E-08	0
405	3548.13	35.942	2.214	0.0615992	4.37E-07	7.09E-06	0.0277174	0.00170737	127467	2.07E+06	2.16E-11	3.37E+07	864967	1.40E+07	2.07E+06	86.4751	4.37E-09	7.09E-08	0
405	3981.07	35.8468	2.18978	0.0610871	4.85E-07	7.94E-06	0.0277928	0.00169778	112967	1.85E+06	2.15E-11	3.04E+07	766572	1.25E+07	1.85E+06	86.5043	4.85E-09	7.94E-08	0
405	4466.84	35.7534	2.05825	0.0575681	5.11E-07	8.88E-06	0.027877	0.00160483	95169.1	1.65E+06	2.15E-11	2.88E+07	645802	1.12E+07	1.66E+06	86.7052	5.11E-09	8.88E-08	0
405	5011.87	35.5505	1.95558	0.0550086	5.45E-07	9.91E-06	0.0280442	0.00154267	81534.6	1.48E+06	2.14E-11	2.70E+07	553280	1.01E+07	1.48E+06	86.8514	5.45E-09	9.91E-08	0
405	5623.41	35.5322	1.83476	0.0516365	5.74E-07	1.11E-05	0.0280687	0.00144937	68272.7	1.32E+06	2.13E-11	2.57E+07	463287	8.97E+06	1.32E+06	87.0441	5.74E-09	1.11E-07	0
405	6309.57	35.4267	1.70857	0.0482283	6.00E-07	1.24E-05	0.0281618	0.0013582	57020.5	1.18E+06	2.13E-11	2.46E+07	386931	8.02E+06	1.18E+06	87.2389	6.00E-09	1.24E-07	0
405	7079.46	35.3409	1.69101	0.0478485	6.66E-07	1.39E-05	0.0282312	0.00135082	50543.6	1.06E+06	2.12E-11	2.21E+07	342980	7.17E+06	1.06E+06	87.2606	6.66E-09	1.39E-07	0
405	7943.28	35.254	1.595	0.0452431	7.05E-07	1.56E-05	0.0283076	0.00128072	42709.4	943998	2.12E-11	2.09E+07	289819	6.41E+06	944964	87.4095	7.05E-09	1.56E-07	0
405	8912.51	35.1473	1.52498	0.0433883	7.56E-07	1.74E-05	0.0283982	0.00123215	36621.2	844033	2.11E-11	1.95E+07	248505	5.73E+06	844827	87.5156	7.56E-09	1.74E-07	0
405	10000	35.0905	1.42424	0.0405877	7.92E-07	1.95E-05	0.0284509	0.00115476	30588.6	753641	2.11E-11	1.86E+07	207569	5.11E+06	754261	87.6758	7.92E-09	1.95E-07	0
405	11220.2	34.9603	1.40174	0.0400951	8.75E-07	2.18E-05	0.028558	0.00114504	27032.6	674211	2.10E-11	1.68E+07	183438	4.58E+06	674753	87.7039	8.75E-09	2.18E-07	0
405	12589.3	34.8919	1.32136	0.0378701	9.25E-07	2.44E-05	0.0286189	0.0010838	22804.3	602172	2.10E-11	1.59E+07	154746	4.09E+06	602604	87.8312	9.25E-09	2.44E-07	0
405	14125.4	34.8179	1.27565	0.0366378	1.00E-06	2.74E-05	0.0286824	0.00105086	19706.6	537878	2.09E-11	1.47E+07	133726	3.65E+06	538238	87.9017	1.00E-08	2.74E-07	0
405	15848.9	34.7629	1.19238	0.0343003	1.05E-06	3.07E-05	0.0287325	0.000985532	16471.7	480221	2.09E-11	1.40E+07	111774	3.26E+06	480504	88.0355	1.05E-08	3.07E-07	0
405	17782.8	34.6816	1.14824	0.0331081	1.14E-06	3.43E-05	0.0288021	0.000953583	14204.5	429035	2.08E-11	1.30E+07	96389.6	2.91E+06	429270	88.1037	1.14E-08	3.43E-07	0
405	19952.6	34.6165	1.09662	0.0316791	1.22E-06	3.84E-05	0.028859	0.000914227	12137.3	383133	2.08E-11	1.21E+07	82361.7	2.60E+06	383325	88.1855	1.22E-08	3.84E-07	0
405	22387.2	34.5532	1.04436	0.0302247	1.30E-06	4.30E-05	0.0289145	0.000873932	10340.6	342124	2.08E-11	1.13E+07	70169.6	2.32E+06	342281	88.2688	1.30E-08	4.30E-07	0
405	25118.9	34.4841	1.00778	0.0292246	1.41E-06	4.82E-05	0.0289741	0.000846758	8929.51	305548	2.07E-11	1.05E+07	60594.1	2.07E+06	305678	88.326	1.41E-08	4.82E-07	0
405	28183.8	34.4084	0.952418	0.0276798	1.49E-06	5.40E-05	0.0290404	0.000803832	7554.99	272942	2.07E-11	9.87E+06	51266.9	1.85E+06	273047	88.4145	1.49E-08	5.40E-07	0
405	31622.8	34.3553	0.908265	0.0264374	1.60E-06	6.04E-05	0.0290873	0.000768992	6441.55	243653	2.06E-11	9.22E+06	43711.3	1.65E+06	243738	88.4856	1.60E-08	6.04E-07	0
405	35481.3	34.2958	0.874168	0.0254891	1.73E-06	6.77E-05	0.0291392	0.00074273	5544.97	217543	2.06E-11	8.54E+06	37627.2	1.48E+06	217614	88.5399	1.73E-08	6.77E-07	0
405	39810.7	34.2376	0.851172	0.0248607	1.89E-06	7.58E-05	0.0291896	0.000725674	4828.47	194221	2.06E-11	7.82E+06	32765.2	1.32E+06	194281	88.5759	1.89E-08	7.58E-07	0
405	44668.4	34.1928	0.807435	0.0236142	2.01E-06	8.50E-05	0.0292296	0.000690232	4093.2	173337	2.05E-11	7.34E+06	27775.8	1.18E+06	173385	88.6473	2.01E-08	8.50E-07	0
405	50118.7	34.1397	0.779138	0.022822	2.17E-06	9.52E-05	0.0292761	0.000668142	3531.32	154733	2.05E-11	6.78E+06	23962.9	1.05E+06	154773	88.6926	2.17E-08	9.52E-07	0
405	56234.1	34.0857	0.757401	0.0222205	2.37E-06	0.000106635	0.0293233	0.000651578	3069.27	138128	2.05E-11	6.22E+06	20827.5	937312	138162	88.7271	2.37E-08	1.07E-06	0
405	63095.7	34.0445	0.72531	0.0213048	2.55E-06	0.000119502	0.02936	0.000625509	2626.04	123261	2.05E-11	5.79E+06	17819.9	836427	123289	88.7795	2.55E-08	1.20E-06	0
405	70794.6	34.0012	0.700308	0.0205966	2.76E-06	0.000133913	0.0293983	0.000605503	2265.61	109999	2.04E-11	5.34E+06	15374	746437	110023	88.8201	2.76E-08	1.34E-06	0
405	79432.8	33.9531	0.677595	0.0199568	2.99E-06	0.00015004	0.0294407	0.000587543	1959.33	98178.5	2.04E-11	4.92E+06	13295.7	666223	98198	88.8567	2.99E-08	1.50E-06	0
405	89125.1	33.91	0.657198	0.0193806	3.26E-06	0.000168134	0.0294787	0.000571317	1698.03	87614.7	2.04E-11	4.52E+06	11522.5	594539	87631.2	88.8897	3.26E-08	1.68E-06	0
405	100000	33.8743	0.651177	0.0192233	3.62E-06	0.000188451	0.02951	0.00056728	1502.68	78169.5	2.04E-11	4.07E+06	10196.9	530445	78184	88.8987	3.62E-08	1.88E-06	0
405	112202	33.809	0.62637	0.0185267	3.91E-06	0.000211038	0.0295677	0.000547793	1293.26	69805	2.03E-11	3.77E+06	8775.82	473685	69817	88.9386	3.91E-08	2.11E-06	0
405	125893	33.7999	0.604006	0.0178701	4.23E-06	0.000236725	0.0295765	0.000528533	1112.09	62232.1	2.03E-11	3.48E+06	7546.47	422297	62242.1	88.9762	4.23E-08	2.37E-06	0
405	141254	33.7444	0.583049	0.0172784	4.58E-06	0.000265174	0.0296257	0.000511884	959.931	55556.7	2.03E-11	3.22E+06	6513.93	376999	55565	89.0101	4.58E-08	2.65E-06	0
405	158489	33.7021	0.565308	0.0167737	4.98E-06	0.000297157	0.0296634	0.000497563	831.604	49578	2.02E-11	2.96E+06	5643.13	336428	49585	89.039	4.98E-08	2.97E-06	0
405	177828	33.6626	0.548883	0.0163054	5.43E-06	0.000333024	0.0296987	0.00048425	721.337	44239	2.02E-11	2.71E+06	4894.87	300199	44244.9	89.0659	5.43E-08	3.33E-06	0
405	199526	33.628	0.5343	0.0158885	5.93E-06	0.000373275	0.0297296	0.000472361	627.108	39469.2	2.02E-11	2.48E+06	4255.45	267831	39474.1	89.0897	5.93E-08	3.73E-06	0
405	223872	33.5919	0.518186	0.0154259	6.45E-06	0.000418373	0.029762	0.000459106	543.227	35215.2	2.02E-11	2.28E+06	3686.24	238964	35219.4	89.1162	6.45E-08	4.18E-06	0
405	251189	33.5573	0.505145	0.0150532	7.06E-06	0.000468938	0.029793	0.000448481	472.946	31418.3	2.02E-11	2.09E+06	3209.33	213199	31421.9	89.1376	7.06E-08	4.69E-06	0
405	281838	33.5226	0.489753	0.0146096	7.68E-06	0.000525613	0.0298242	0.000435721	409.521	28030.9	2.01E-11	1.92E+06	2778.94	190213	28033.9	89.163	7.68E-08	5.26E-06	0
405	316228	33.5004	0.477205	0.0142448	8.40E-06	0.000589357	0.0298444	0.000425126	356.111	24999.5	2.01E-11	1.76E+06	2416.51	169642	25002	89.1839	8.40E-08	5.89E-06	0
405	354813	33.4655	0.467688	0.0139752	9.23E-06	0.00066058	0.0298757	0.00041752	311.707	22304.2	2.01E-11	1.60E+06	2115.19	151353	22306.4	89.1993	9.23E-08	6.61E-06	0
405	398107	33.437	0.454618	0.0135963	1.01E-05	0.000740552	0.0299015	0.000406548	270.508	19895.8	2.01E-11	1.46E+06	1835.62	135009	19897.6	89.221	1.01E-07	7.41E-06	0
405	446684	33.4057	0.434045	0.0129931	1.08E-05	0.000830136	0.02993	0.000388884	230.615	17749	2.01E-11	1.37E+06	1564.92	120442	17750.5	89.2556	1.08E-07	8.30E-06	0
405	501187	33.3818	0.425827	0.0127563	1.19E-05	0.000930762	0.0299515	0.000382069	201.934	15830.2	2.01E-11	1.24E+06	1370.29	107421	15831.5	89.2692	1.19E-07	9.31E-06	0
405	562341	33.3578	0.412587	0.0123686	1.29E-05	0.00104358	0.0299734	0.000370728	174.632	14119	2.00E-11	1.14E+06	1185.02	95809.4	14120.1	89.2914	1.29E-07	1.04E-05	0
405	630957	33.3335	0.403885	0.0121165	1.42E-05	0.00117006	0.0299955	0.00036344	152.581	12592.8	2.00E-11	1.04E+06	1035.39	85453	12593.8	89.3058	1.42E-07	1.17E-05	0
405	707946	33.3026	0.388519	0.0116663	1.53E-05	0.00131162	0.0300236	0.000350264	131.058	11233.9	2.00E-11	963066	889.338	76231.3	11234.7	89.3316	1.53E-07	1.31E-05	0
405	794328	33.2871	0.381046	0.0114472	1.68E-05	0.00147097	0.0300377	0.000343849	114.666	10016.9	2.00E-11	875167	778.106	67973.2	10017.6	89.3442	1.68E-07	1.47E-05	0
405	891251	33.2699	0.371394	0.0111631	1.84E-05	0.00164961	0.0300534	0.000335489	99.7116	8932.28	2.00E-11	800264	676.627	60613	8932.84	89.3604	1.84E-07	1.65E-05	0
405	1.00E+06	33.2443	0.359137	0.010803	2.00E-05	0.00184946	0.0300768	0.000324919	86.0682	7967.1	2.00E-11	737578	584.045	54063.4	7967.56	89.3811	2.00E-07	1.85E-05	0
423	100	74.2828	34.4846	0.464234	1.92E-07	4.13E-07	0.0110752	0.00514149	1.36E+07	2.93E+07	4.46E-11	7.68E+07	9.24E+07	1.99E+08	3.23E+07	65.0977	1.92E-09	4.13E-09	0
423	112.202	53.2267	37.3412	0.701549	2.33E-07	3.32E-07	0.0125908	0.00883303	2.09E+07	2.97E+07	3.20E-11	6.32E+07	1.42E+08	2.02E+08	3.63E+07	54.9484	2.33E-09	3.32E-09	0
423	125.893	51.3934	33.7391	0.656487	2.36E-07	3.60E-07	0.0135975	0.00892661	1.88E+07	2.86E+07	3.09E-11	6.24E+07	1.27E+08	1.94E+08	3.42E+07	56.7156	2.36E-09	3.60E-09	0
423	141.254	50.3169	30.4268	0.604703	2.39E-07	3.95E-07	0.0145526	0.00880002	1.65E+07	2.73E+07	3.02E-11	6.16E+07	1.12E+08	1.85E+08	3.19E+07	58.8385	2.39E-09	3.95E-09	0
423	158.489	51.2533	27.5312	0.53716	2.43E-07	4.52E-07	0.0151419	0.00813361	1.36E+07	2.53E+07	3.08E-11	6.07E+07	9.22E+07	1.72E+08	2.87E+07	61.7571	2.43E-09	4.52E-09	0
423	177.828	48.2912	26.0957	0.540383	2.58E-07	4.78E-07	0.0160275	0.00866097	1.29E+07	2.39E+07	2.90E-11	5.71E+07	8.75E+07	1.62E+08	2.71E+07	61.614	2.58E-09	4.78E-09	0
423	199.526	48.2029	25.2528	0.523886	2.80E-07	5.35E-07	0.016278	0.00852783	1.13E+07	2.16E+07	2.90E-11	5.26E+07	7.68E+07	1.47E+08	2.44E+07	62.3506	2.80E-09	5.35E-09	0
423	223.872	47.8961	22.0022	0.459374	2.74E-07	5.97E-07	0.0172404	0.00791978	9.37E+06	2.04E+07	2.88E-11	5.38E+07	6.36E+07	1.38E+08	2.24E+07	65.3272	2.74E-09	5.97E-09	0
423	251.189	46.9206	20.0979	0.428339	2.81E-07	6.56E-07	0.0180085	0.00771374	8.13E+06	1.90E+07	2.82E-11	5.25E+07	5.52E+07	1.29E+08	2.07E+07	66.8127	2.81E-09	6.56E-09	0
423	281.838	48.4779	17.9207	0.369667	2.81E-07	7.60E-07	0.018148	0.00670871	6.31E+06	1.71E+07	2.91E-11	5.24E+07	4.28E+07	1.16E+08	1.82E+07	69.7123	2.81E-09	7.60E-09	0
423	316.228	46.4585	17.5852	0.378515	3.09E-07	8.17E-07	0.0188272	0.00712635	5.97E+06	1.58E+07	2.79E-11	4.76E+07	4.05E+07	1.07E+08	1.69E+07	69.2676	3.09E-09	8.17E-09	0
423	354.813	45.2356	15.314	0.338539	3.02E-07	8.93E-07	0.0198334	0.00671438	5.01E+06	1.48E+07	2.72E-11	4.88E+07	3.40E+07	1.00E+08	1.56E+07	71.2971	3.02E-09	8.93E-09	0
423	398.107	43.9289	15.7363	0.358223	3.49E-07	9.73E-07	0.0201751	0.00722719	4.81E+06	1.34E+07	2.64E-11	4.23E+07	3.26E+07	9.11E+07	1.43E+07	70.2913	3.49E-09	9.73E-09	0
