Temp	freq	eps_real	eps_imag	loss	condAC_real	condAC_imag	m_real	m_imag	z_real	z_imag	Cp	Rp	Z_real_normalized	Z_imag_normalized	|Z|	Theta	Z_real_normalized	Z_imag_normalized	Dimensions
605	630.957	500.973	40367.8	80.5788	0.00141698	1.76E-05	3.07E-07	2.48E-05	10398.4	129.046	3.01E-10	10400	70561.8	875.687	10399.2	0.711017	1.42E-05	1.76E-07	0
605	707.946	472.679	35977.8	76.1147	0.00141698	1.86E-05	3.65E-07	2.78E-05	10398.2	136.612	2.84E-10	10400	70560.5	927.029	10399.1	0.752713	1.42E-05	1.86E-07	0
605	794.328	452.707	32065.3	70.8301	0.00141698	2.00E-05	4.40E-07	3.12E-05	10397.9	146.801	2.72E-10	10400	70558.6	996.167	10399	0.808864	1.42E-05	2.00E-07	0
605	891.251	427.741	28578.2	66.8119	0.00141698	2.12E-05	5.24E-07	3.50E-05	10397.7	155.626	2.57E-10	10400	70556.9	1056.05	10398.8	0.857505	1.42E-05	2.12E-07	0
605	1000	401.112	25470.3	63.4994	0.00141698	2.23E-05	6.18E-07	3.93E-05	10397.4	163.74	2.41E-10	10400	70555.2	1111.12	10398.7	0.902229	1.42E-05	2.23E-07	0
605	1122.02	384.468	22700.5	59.0439	0.00141698	2.40E-05	7.46E-07	4.40E-05	10397	176.09	2.31E-10	10400	70552.4	1194.91	10398.5	0.9703	1.42E-05	2.40E-07	0
605	1258.92	364.496	20428.2	56.0453	0.00143074	2.55E-05	8.73E-07	4.89E-05	10296.7	183.722	2.19E-10	10300	69871.8	1246.7	10298.4	1.0222	1.43E-05	2.55E-07	0
605	1412.54	349.516	18206.7	52.0911	0.00143074	2.75E-05	1.05E-06	5.49E-05	10296.2	197.658	2.10E-10	10300	69868.3	1341.27	10298.1	1.09978	1.43E-05	2.75E-07	0
605	1584.89	331.208	16226.7	48.9925	0.00143074	2.92E-05	1.26E-06	6.16E-05	10295.7	210.149	1.99E-10	10300	69865	1426.03	10297.9	1.16932	1.43E-05	2.92E-07	0
605	1778.28	316.229	14462.1	45.733	0.00143074	3.13E-05	1.51E-06	6.91E-05	10295.1	225.113	1.90E-10	10300	69860.7	1527.58	10297.5	1.25263	1.43E-05	3.13E-07	0
605	1995.26	299.585	12889.4	43.024	0.00143074	3.33E-05	1.80E-06	7.75E-05	10294.4	239.272	1.80E-10	10300	69856.3	1623.66	10297.2	1.33148	1.43E-05	3.33E-07	0
605	2238.72	284.606	11487.6	40.3633	0.00143074	3.54E-05	2.16E-06	8.70E-05	10293.7	255.026	1.71E-10	10300	69851.2	1730.56	10296.8	1.41921	1.43E-05	3.54E-07	0
605	2511.89	269.627	10238.4	37.9724	0.00143074	3.77E-05	2.57E-06	9.76E-05	10292.9	271.062	1.62E-10	10300	69845.6	1839.38	10296.4	1.50853	1.43E-05	3.77E-07	0
605	2818.38	254.648	9214.42	36.185	0.00144476	3.99E-05	3.00E-06	0.000108443	10192.2	281.67	1.53E-10	10200	69162.7	1911.36	10196.1	1.58301	1.44E-05	3.99E-07	0
605	3162.28	238.004	8212.36	34.5051	0.00144476	4.19E-05	3.53E-06	0.000121665	10191.4	295.36	1.43E-10	10200	69157.4	2004.26	10195.7	1.66003	1.44E-05	4.19E-07	0
605	3548.13	223.025	7319.27	32.8182	0.00144476	4.40E-05	4.16E-06	0.000136499	10190.5	310.515	1.34E-10	10200	69151.3	2107.1	10195.3	1.74531	1.44E-05	4.40E-07	0
605	3981.07	208.045	6523.31	31.3552	0.00144476	4.61E-05	4.88E-06	0.000153141	10189.6	324.974	1.25E-10	10200	69145.2	2205.22	10194.8	1.82669	1.44E-05	4.61E-07	0
605	4466.84	194.73	5813.91	29.8562	0.00144476	4.84E-05	5.75E-06	0.000171809	10188.6	341.255	1.17E-10	10200	69137.9	2315.7	10194.3	1.91834	1.44E-05	4.84E-07	0
605	5011.87	181.416	5232.95	28.8451	0.00145907	5.06E-05	6.62E-06	0.000190867	10087.9	349.726	1.09E-10	10100	68454.6	2373.18	10093.9	1.98553	1.46E-05	5.06E-07	0
605	5623.41	168.101	4663.87	27.7445	0.00145907	5.26E-05	7.72E-06	0.000214136	10086.9	363.563	1.01E-10	10100	68448	2467.08	10093.4	2.06423	1.46E-05	5.26E-07	0
605	6309.57	156.117	4156.68	26.6254	0.00145907	5.48E-05	9.02E-06	0.000240238	10085.8	378.803	9.38E-11	10100	68440.4	2570.49	10092.9	2.15091	1.46E-05	5.48E-07	0
605	7079.46	145.798	3704.65	25.4094	0.00145907	5.74E-05	1.06E-05	0.000269514	10084.4	396.876	8.76E-11	10100	68430.9	2693.13	10092.2	2.25374	1.46E-05	5.74E-07	0
605	7943.28	136.145	3301.77	24.2519	0.00145907	6.02E-05	1.25E-05	0.000302354	10082.9	415.756	8.18E-11	10100	68420.6	2821.25	10091.4	2.36119	1.46E-05	6.02E-07	0
605	8912.51	126.991	2972.13	23.4043	0.00147366	6.30E-05	1.43E-05	0.000335846	9981.78	426.493	7.63E-11	10000	67734.7	2894.11	9990.88	2.4466	1.47E-05	6.30E-07	0
605	10000	118.836	2648.92	22.2906	0.00147366	6.61E-05	1.69E-05	0.000376755	9979.91	447.718	7.14E-11	10000	67722	3038.14	9989.95	2.56868	1.47E-05	6.61E-07	0
605	11220.2	112.178	2360.85	21.0455	0.00147366	7.00E-05	2.01E-05	0.000422622	9977.47	474.09	6.74E-11	10000	67705.5	3217.09	9988.73	2.72042	1.47E-05	7.00E-07	0
605	12589.3	106.353	2108.33	19.8239	0.00147661	7.45E-05	2.39E-05	0.000473106	9954.67	502.155	6.39E-11	9980	67550.7	3407.54	9967.33	2.88779	1.48E-05	7.45E-07	0
605	14125.4	101.193	1880.93	18.5875	0.00147809	7.95E-05	2.85E-05	0.000530117	9941.23	534.833	6.08E-11	9970	67459.5	3629.29	9955.6	3.07952	1.48E-05	7.95E-07	0
605	15848.9	97.1988	1678.07	17.2643	0.00147958	8.57E-05	3.44E-05	0.000593932	9926.7	574.985	5.84E-11	9960	67360.9	3901.75	9943.33	3.31505	1.48E-05	8.57E-07	0
605	17782.8	93.3708	1498.59	16.0498	0.00148255	9.24E-05	4.14E-05	0.000664715	9901.56	616.926	5.61E-11	9940	67190.3	4186.35	9920.76	3.56526	1.48E-05	9.24E-07	0
605	19952.6	90.2085	1336.96	14.8208	0.00148405	0.000100133	5.02E-05	0.000744575	9885	666.968	5.42E-11	9930	67077.9	4525.93	9907.47	3.86005	1.48E-05	1.00E-06	0
605	22387.2	87.3791	1193.97	13.6643	0.00148704	0.000108827	6.10E-05	0.000833078	9857.21	721.384	5.25E-11	9910	66889.4	4895.19	9883.57	4.18564	1.49E-05	1.09E-06	0
605	25118.9	85.049	1065.2	12.5246	0.00148854	0.00011885	7.45E-05	0.00093284	9837.29	785.437	5.11E-11	9900	66754.2	5329.84	9868.59	4.56497	1.49E-05	1.19E-06	0
605	28183.8	82.8853	951.286	11.4771	0.00149156	0.000129959	9.09E-05	0.00104329	9805.56	854.355	4.98E-11	9880	66538.9	5797.51	9842.71	4.97959	1.49E-05	1.30E-06	0
605	31622.8	81.0545	848.694	10.4707	0.00149307	0.000142595	0.000111515	0.00116763	9780.79	934.114	4.87E-11	9870	66370.8	6338.74	9825.29	5.45549	1.49E-05	1.43E-06	0
605	35481.3	79.5566	757.935	9.527	0.0014961	0.000157038	0.000136979	0.001305	9742.66	1022.64	4.78E-11	9850	66112.1	6939.44	9796.18	5.9921	1.50E-05	1.57E-06	0
605	39810.7	78.0586	676.885	8.67149	0.00149914	0.000172882	0.000168133	0.00145797	9700.99	1118.72	4.69E-11	9830	65829.3	7591.46	9765.28	6.57832	1.50E-05	1.73E-06	0
605	44668.4	76.7271	604.504	7.87862	0.0015022	0.000190668	0.000206638	0.00162802	9654.47	1225.4	4.61E-11	9810	65513.6	8315.36	9731.92	7.23363	1.50E-05	1.91E-06	0
605	50118.7	75.5621	540.417	7.15197	0.00150681	0.000210684	0.000253768	0.00181494	9592.47	1341.23	4.54E-11	9780	65092.9	9101.4	9685.78	7.95959	1.51E-05	2.11E-06	0
605	56234.1	74.5635	482.635	6.4728	0.0015099	0.000233268	0.000312641	0.00202366	9532.48	1472.7	4.48E-11	9760	64685.8	9993.48	9645.57	8.78234	1.51E-05	2.33E-06	0
605	63095.7	73.3984	431.475	5.87853	0.00151455	0.000257641	0.000383166	0.00225245	9456.36	1608.63	4.41E-11	9730	64169.3	10915.9	9592.2	9.6542	1.51E-05	2.58E-06	0
605	70794.6	72.3998	385.742	5.32794	0.00151924	0.000285145	0.000470012	0.00250419	9369.92	1758.64	4.35E-11	9700	63582.7	11933.8	9533.53	10.6302	1.52E-05	2.85E-06	0
605	79432.8	71.4012	345.216	4.83488	0.00152553	0.000315525	0.000574554	0.0027779	9263.71	1916.02	4.29E-11	9660	62862	13001.8	9459.78	11.6857	1.53E-05	3.16E-06	0
605	89125.1	70.569	308.954	4.37803	0.00153187	0.000349899	0.000702653	0.00307624	9142.99	2088.38	4.24E-11	9620	62042.8	14171.4	9378.46	12.8664	1.53E-05	3.50E-06	0
605	100000	69.5704	276.794	3.97861	0.00153987	0.000387037	0.000854098	0.00339813	9001.35	2262.43	4.18E-11	9570	61081.7	15352.5	9281.32	14.1087	1.54E-05	3.87E-06	0
605	112202	68.5718	247.988	3.61648	0.00154796	0.00042803	0.00103582	0.00374603	8843.81	2445.42	4.12E-11	9520	60012.6	16594.2	9175.68	15.4568	1.55E-05	4.28E-06	0
605	125893	67.7396	222.422	3.28348	0.00155778	0.000474429	0.00125304	0.00411434	8657.03	2636.54	4.07E-11	9460	58745.2	17891.1	9049.61	16.9384	1.56E-05	4.74E-06	0
605	141254	66.741	199.711	2.99233	0.00156939	0.00052447	0.00150524	0.00450419	8446.67	2822.77	4.01E-11	9390	57317.7	19154.8	8905.85	18.479	1.57E-05	5.24E-06	0
605	158489	65.9088	179.33	2.72088	0.00158118	0.000581128	0.00180557	0.00491272	8210.9	3017.74	3.96E-11	9320	55717.8	20477.9	8747.89	20.1798	1.58E-05	5.81E-06	0
605	177828	64.9102	161.212	2.48361	0.00159487	0.000642157	0.00214916	0.00533769	7951	3201.39	3.90E-11	9240	53954.1	21724.1	8571.3	21.9317	1.59E-05	6.42E-06	0
605	199526	63.9115	144.935	2.26774	0.0016088	0.000709427	0.00254721	0.00577642	7668.79	3381.69	3.84E-11	9160	52039.1	22947.6	8381.29	23.7959	1.61E-05	7.09E-06	0
605	223872	63.0794	130.599	2.07039	0.00162655	0.000785626	0.00299876	0.00620862	7346.21	3548.22	3.79E-11	9060	49850.2	24077.6	8158.23	25.7806	1.63E-05	7.86E-06	0
605	251189	62.0807	117.696	1.89585	0.00164471	0.000867532	0.00350614	0.00664711	7009.73	3697.41	3.73E-11	8960	47566.9	25090	7925.1	27.8102	1.64E-05	8.68E-06	0
605	281838	61.0821	106.2	1.73864	0.00166515	0.000957729	0.00406957	0.00707553	6650.09	3824.87	3.67E-11	8850	45126.4	25954.9	7671.59	29.9058	1.67E-05	9.58E-06	0
605	316228	60.0835	95.952	1.59698	0.00168804	0.00105702	0.00468787	0.00748642	6271.08	3926.84	3.61E-11	8730	42554.5	26646.9	7399.09	32.0541	1.69E-05	1.06E-05	0
605	354813	59.0849	86.81	1.46924	0.00171356	0.00116629	0.0053582	0.00787249	5877.34	4000.25	3.55E-11	8600	39882.6	27145	7109.51	34.2401	1.71E-05	1.17E-05	0
605	398107	58.0863	78.6498	1.35402	0.00174191	0.00128648	0.00607609	0.00822713	5474.15	4042.89	3.49E-11	8460	37146.7	27434.4	6805.24	36.4475	1.74E-05	1.29E-05	0
605	446684	57.2541	71.2763	1.24491	0.00177122	0.00142277	0.00684994	0.00852757	5057	4062.14	3.44E-11	8320	34316	27565	6486.47	38.7739	1.77E-05	1.42E-05	0
605	501187	56.2555	64.6913	1.14996	0.00180374	0.00156853	0.00765417	0.00880196	4652.09	4045.45	3.38E-11	8170	31568.3	27451.7	6165.03	41.0102	1.80E-05	1.57E-05	0
605	562341	55.2569	58.8079	1.06426	0.00183977	0.00172868	0.00848579	0.00903113	4254.12	3997.24	3.32E-11	8010	28867.8	27124.6	5837.43	43.2169	1.84E-05	1.73E-05	0
605	630957	54.4247	53.5491	0.983912	0.00187967	0.0019104	0.009336	0.0091858	3856.43	3919.48	3.27E-11	7840	26169.1	26597	5498.58	45.4646	1.88E-05	1.91E-05	0
605	707946	53.4261	48.7835	0.913103	0.00192133	0.00210417	0.0102072	0.00932019	3487.33	3819.21	3.21E-11	7670	23664.4	25916.5	5171.83	47.6007	1.92E-05	2.10E-05	0
605	794328	52.5939	44.4638	0.845419	0.00196488	0.00232415	0.0110884	0.00937433	3126.14	3697.74	3.16E-11	7500	21213.5	25092.3	4842.11	49.7882	1.96E-05	2.32E-05	0
605	891251	51.7617	40.6585	0.785493	0.00201595	0.00256648	0.0119476	0.00938478	2789.28	3550.99	3.11E-11	7310	18927.6	24096.5	4515.49	51.8506	2.02E-05	2.57E-05	0
605	1.00E+06	50.9295	37.1517	0.729473	0.00206684	0.00283334	0.0128155	0.00934854	2476.35	3394.71	3.06E-11	7130	16804.1	23035.9	4201.95	53.8903	2.07E-05	2.83E-05	0
626	100	6973.68	517366	74.1884	0.00287824	3.88E-05	2.60E-08	1.93E-06	5119.07	69.0009	4.19E-09	5120	34737.2	468.229	5119.53	0.772254	2.88E-05	3.88E-07	0
626	112.202	5908.49	461103	78.0407	0.00287824	3.69E-05	2.78E-08	2.17E-06	5119.16	65.596	3.55E-09	5120	34737.8	445.124	5119.58	0.734138	2.88E-05	3.69E-07	0
626	125.893	5059.66	411761	81.3812	0.00288387	3.54E-05	2.98E-08	2.43E-06	5109.23	62.7814	3.04E-09	5110	34670.4	426.024	5109.61	0.704007	2.88E-05	3.54E-07	0
626	141.254	4277.41	366984	85.7957	0.00288387	3.36E-05	3.18E-08	2.72E-06	5109.31	59.552	2.57E-09	5110	34670.9	404.11	5109.65	0.667786	2.88E-05	3.36E-07	0
626	158.489	3728.17	327717	87.9028	0.00288953	3.29E-05	3.47E-08	3.05E-06	5099.34	58.0111	2.24E-09	5100	34603.3	393.654	5099.67	0.65178	2.89E-05	3.29E-07	0
626	177.828	3178.93	292077	91.879	0.00288953	3.14E-05	3.73E-08	3.42E-06	5099.4	55.5012	1.91E-09	5100	34603.7	376.622	5099.7	0.623575	2.89E-05	3.14E-07	0
626	199.526	2762.84	260315	94.2198	0.00288953	3.07E-05	4.08E-08	3.84E-06	5099.43	54.1226	1.66E-09	5100	34603.9	367.267	5099.71	0.608085	2.89E-05	3.07E-07	0
626	223.872	2413.33	232461	96.324	0.0028952	3.01E-05	4.47E-08	4.30E-06	5089.45	52.8368	1.45E-09	5090	34536.2	358.542	5089.73	0.594802	2.90E-05	3.01E-07	0
626	251.189	2097.1	207181	98.7941	0.0028952	2.93E-05	4.89E-08	4.83E-06	5089.48	51.516	1.26E-09	5090	34536.4	349.579	5089.74	0.579931	2.90E-05	2.93E-07	0
626	281.838	1847.44	184651	99.9493	0.0028952	2.90E-05	5.42E-08	5.42E-06	5089.49	50.9207	1.11E-09	5090	34536.4	345.539	5089.75	0.573229	2.90E-05	2.90E-07	0
626	316.228	1619.43	164894	101.822	0.0029009	2.85E-05	5.96E-08	6.06E-06	5079.51	49.886	9.73E-10	5080	34468.7	338.518	5079.76	0.562685	2.90E-05	2.85E-07	0
626	354.813	1424.69	146962	103.153	0.0029009	2.81E-05	6.60E-08	6.80E-06	5079.52	49.2425	8.56E-10	5080	34468.8	334.151	5079.76	0.555426	2.90E-05	2.81E-07	0
626	398.107	1261.59	130980	103.822	0.0029009	2.79E-05	7.35E-08	7.63E-06	5079.53	48.9256	7.58E-10	5080	34468.8	332.001	5079.76	0.551851	2.90E-05	2.79E-07	0
626	446.684	1120.12	116966	104.423	0.00290662	2.78E-05	8.19E-08	8.55E-06	5069.54	48.548	6.73E-10	5070	34401	329.439	5069.77	0.548672	2.91E-05	2.78E-07	0
626	501.187	1005.28	104246	103.699	0.00290662	2.80E-05	9.25E-08	9.59E-06	5069.53	48.8869	6.04E-10	5070	34401	331.738	5069.76	0.552502	2.91E-05	2.80E-07	0
626	562.341	900.42	92909.6	103.185	0.00290662	2.82E-05	1.04E-07	1.08E-05	5069.52	49.1306	5.41E-10	5070	34400.9	333.392	5069.76	0.555257	2.91E-05	2.82E-07	0
626	630.957	810.545	82805.7	102.161	0.00290662	2.85E-05	1.18E-07	1.21E-05	5069.51	49.623	4.87E-10	5070	34400.9	336.733	5069.76	0.560822	2.91E-05	2.85E-07	0
626	707.946	738.977	73946.5	100.066	0.00291237	2.91E-05	1.35E-07	1.35E-05	5059.49	50.5616	4.44E-10	5060	34332.9	343.102	5059.75	0.572561	2.91E-05	2.91E-07	0
626	794.328	685.718	65904.9	96.1109	0.00291237	3.03E-05	1.58E-07	1.52E-05	5059.45	52.6418	4.12E-10	5060	34332.6	357.219	5059.73	0.596121	2.91E-05	3.03E-07	0
626	891.251	624.136	58737.8	94.1106	0.00291237	3.09E-05	1.81E-07	1.70E-05	5059.43	53.7605	3.75E-10	5060	34332.4	364.81	5059.71	0.608791	2.91E-05	3.09E-07	0
626	1000	570.877	52350.1	91.7013	0.00291237	3.18E-05	2.08E-07	1.91E-05	5059.4	55.1726	3.43E-10	5060	34332.2	374.392	5059.7	0.624784	2.91E-05	3.18E-07	0
626	1122.02	532.596	46749.5	87.7766	0.00291814	3.32E-05	2.44E-07	2.14E-05	5049.34	57.5249	3.20E-10	5050	34264	390.355	5049.67	0.652717	2.92E-05	3.32E-07	0
626	1258.92	490.987	41665.5	84.8608	0.00291814	3.44E-05	2.83E-07	2.40E-05	5049.3	59.501	2.95E-10	5050	34263.7	403.764	5049.65	0.675143	2.92E-05	3.44E-07	0
626	1412.54	464.357	37134.4	79.9695	0.00291814	3.65E-05	3.37E-07	2.69E-05	5049.21	63.1392	2.79E-10	5050	34263.1	428.452	5049.61	0.716433	2.92E-05	3.65E-07	0
626	1584.89	437.727	33161.8	75.7589	0.00292393	3.86E-05	3.98E-07	3.02E-05	5039.12	66.5152	2.63E-10	5040	34194.6	451.361	5039.56	0.756247	2.92E-05	3.86E-07	0
626	1778.28	414.426	29555.5	71.3166	0.00292393	4.10E-05	4.74E-07	3.38E-05	5039.01	70.6569	2.49E-10	5040	34193.9	479.466	5039.5	0.803348	2.92E-05	4.10E-07	0
626	1995.26	392.79	26341.3	67.0622	0.00292393	4.36E-05	5.66E-07	3.80E-05	5038.88	75.1374	2.36E-10	5040	34193	509.87	5039.44	0.854305	2.92E-05	4.36E-07	0
626	2238.72	374.482	23523.4	62.8159	0.00292974	4.66E-05	6.77E-07	4.25E-05	5028.73	80.055	2.25E-10	5030	34124.1	543.24	5029.36	0.912045	2.93E-05	4.66E-07	0
626	2511.89	354.509	20965.3	59.1388	0.00292974	4.95E-05	8.06E-07	4.77E-05	5028.56	85.0298	2.13E-10	5030	34123	576.998	5029.28	0.968743	2.93E-05	4.95E-07	0
626	2818.38	339.53	18722.5	55.1425	0.00293557	5.32E-05	9.68E-07	5.34E-05	5018.35	91.007	2.04E-10	5020	34053.7	617.558	5019.17	1.03894	2.94E-05	5.32E-07	0
626	3162.28	322.886	16686.5	51.6791	0.00293557	5.68E-05	1.16E-06	5.99E-05	5018.12	97.1016	1.94E-10	5020	34052.1	658.915	5019.06	1.10855	2.94E-05	5.68E-07	0
626	3548.13	306.243	14901.5	48.6592	0.00294143	6.04E-05	1.38E-06	6.71E-05	5007.88	102.918	1.84E-10	5010	33982.7	698.382	5008.94	1.17733	2.94E-05	6.04E-07	0
626	3981.07	292.928	13281	45.3388	0.00294143	6.49E-05	1.66E-06	7.53E-05	5007.56	110.448	1.76E-10	5010	33980.5	749.48	5008.78	1.26352	2.94E-05	6.49E-07	0
626	4466.84	277.949	11860.4	42.6711	0.00294732	6.91E-05	1.97E-06	8.43E-05	4997.26	117.111	1.67E-10	5000	33910.5	794.696	4998.63	1.34249	2.95E-05	6.91E-07	0
626	5011.87	262.969	10591.7	40.2775	0.00295322	7.33E-05	2.34E-06	9.44E-05	4986.93	123.814	1.58E-10	4990	33840.4	840.182	4988.46	1.42223	2.95E-05	7.33E-07	0
626	5623.41	247.99	9458.86	38.1421	0.00295915	7.76E-05	2.77E-06	0.000105648	4976.58	130.475	1.49E-10	4980	33770.2	885.38	4978.29	1.50182	2.96E-05	7.76E-07	0
626	6309.57	234.675	8447.18	35.9952	0.00296511	8.24E-05	3.29E-06	0.000118291	4966.17	137.967	1.41E-10	4970	33699.6	936.224	4968.08	1.59135	2.97E-05	8.24E-07	0
626	7079.46	221.36	7543.74	34.079	0.00297109	8.72E-05	3.89E-06	0.000132446	4955.73	145.419	1.33E-10	4960	33628.8	986.789	4957.87	1.68078	2.97E-05	8.72E-07	0
626	7943.28	206.381	6736.95	32.6432	0.00297709	9.12E-05	4.54E-06	0.000148296	4945.36	151.497	1.24E-10	4950	33558.4	1028.03	4947.68	1.75466	2.98E-05	9.12E-07	0
626	8912.51	191.402	6016.46	31.4337	0.00298311	9.49E-05	5.28E-06	0.000166043	4935.01	156.997	1.15E-10	4940	33488.1	1065.36	4937.5	1.82214	2.98E-05	9.49E-07	0
626	10000	178.087	5373.06	30.171	0.00298917	9.91E-05	6.16E-06	0.00018591	4924.59	163.223	1.07E-10	4930	33417.4	1107.6	4927.29	1.89834	2.99E-05	9.91E-07	0
626	11220.2	166.103	4798.47	28.8885	0.00299524	0.000103683	7.21E-06	0.00020815	4914.11	170.106	9.98E-11	4920	33346.3	1154.31	4917.05	1.98255	3.00E-05	1.04E-06	0
626	12589.3	154.786	4285.35	27.6857	0.00300134	0.000108408	8.42E-06	0.000233049	4903.6	177.117	9.30E-11	4910	33275	1201.88	4906.8	2.06861	3.00E-05	1.08E-06	0
626	14125.4	144.134	3827.12	26.5525	0.00300747	0.000113265	9.83E-06	0.000260923	4893.06	184.278	8.66E-11	4900	33203.5	1250.48	4896.53	2.15681	3.01E-05	1.13E-06	0
626	15848.9	135.146	3417.9	25.2904	0.00301362	0.000119161	1.16E-05	0.000292121	4882.37	193.052	8.12E-11	4890	33130.9	1310.02	4886.18	2.26434	3.01E-05	1.19E-06	0
626	17782.8	126.492	3046.21	24.0823	0.00301362	0.000125138	1.36E-05	0.000327712	4881.58	202.704	7.60E-11	4890	33125.6	1375.52	4885.79	2.3778	3.01E-05	1.25E-06	0
626	19952.6	118.836	2720.5	22.893	0.00301979	0.000131909	1.60E-05	0.00036688	4870.71	212.76	7.14E-11	4880	33051.8	1443.75	4875.35	2.50118	3.02E-05	1.32E-06	0
626	22387.2	112.178	2429.63	21.6586	0.00302599	0.000139713	1.90E-05	0.000410711	4859.64	224.374	6.74E-11	4870	32976.7	1522.57	4864.82	2.64352	3.03E-05	1.40E-06	0
626	25118.9	106.353	2169.86	20.4025	0.00303222	0.00014862	2.25E-05	0.000459754	4848.35	237.635	6.39E-11	4860	32900.1	1612.55	4854.17	2.80603	3.03E-05	1.49E-06	0
626	28183.8	101.193	1933.89	19.1109	0.00303222	0.000158665	2.70E-05	0.00051568	4846.73	253.611	6.08E-11	4860	32889.1	1720.96	4853.36	2.99534	3.03E-05	1.59E-06	0
626	31622.8	96.6995	1727.14	17.8609	0.00303847	0.000170119	3.23E-05	0.000577184	4834.84	270.695	5.81E-11	4850	32808.4	1836.89	4842.42	3.20455	3.04E-05	1.70E-06	0
626	35481.3	93.0379	1532.99	16.477	0.00302599	0.000183649	3.94E-05	0.000649926	4852.13	294.478	5.59E-11	4870	32925.7	1998.28	4861.06	3.47305	3.03E-05	1.84E-06	0
626	39810.7	89.5427	1366.28	15.2584	0.00302599	0.000198317	4.78E-05	0.000728785	4849.17	317.804	5.38E-11	4870	32905.7	2156.56	4859.57	3.74967	3.03E-05	1.98E-06	0
626	44668.4	86.8798	1220.2	14.0447	0.00303222	0.000215897	5.81E-05	0.000815402	4835.49	344.292	5.22E-11	4860	32812.8	2336.31	4847.73	4.07265	3.03E-05	2.16E-06	0
626	50118.7	84.5496	1089.75	12.8889	0.00303847	0.000235744	7.08E-05	0.000912152	4820.98	374.042	5.08E-11	4850	32714.4	2538.19	4835.47	4.43648	3.04E-05	2.36E-06	0
626	56234.1	82.386	971.24	11.7889	0.00303847	0.00025774	8.67E-05	0.00102226	4815.35	408.465	4.95E-11	4850	32676.2	2771.78	4832.64	4.84854	3.04E-05	2.58E-06	0
626	63095.7	80.5552	867.407	10.7679	0.00304475	0.000282763	0.00010615	0.001143	4798.61	445.642	4.84E-11	4840	32562.6	3024.05	4819.26	5.30578	3.04E-05	2.83E-06	0
626	70794.6	78.8908	774.678	9.81962	0.00305105	0.00031071	0.000130108	0.00127761	4780.42	486.824	4.74E-11	4830	32439.2	3303.5	4805.15	5.81478	3.05E-05	3.11E-06	0
626	79432.8	77.3929	691.865	8.93964	0.00305738	0.000342003	0.000159683	0.00142751	4760.43	532.508	4.65E-11	4820	32303.5	3613.51	4790.12	6.38265	3.06E-05	3.42E-06	0
626	89125.1	76.0614	617.907	8.12379	0.00306374	0.000377132	0.00019624	0.00159421	4738.2	583.25	4.57E-11	4810	32152.7	3957.84	4773.97	7.01753	3.06E-05	3.77E-06	0
626	100000	74.8963	551.858	7.36828	0.00307012	0.000416667	0.000241479	0.00177929	4713.19	639.659	4.50E-11	4800	31982.9	4340.62	4756.4	7.72878	3.07E-05	4.17E-06	0
626	112202	73.7313	492.87	6.68468	0.00307653	0.000460236	0.000296876	0.00198452	4685.15	700.879	4.43E-11	4790	31792.7	4756.04	4737.29	8.50811	3.08E-05	4.60E-06	0
626	125893	72.7327	441.113	6.06485	0.00308943	0.000509399	0.000363899	0.00220699	4643.75	765.682	4.37E-11	4770	31511.7	5195.79	4706.45	9.36294	3.09E-05	5.09E-06	0
626	141254	71.7341	393.968	5.49207	0.00309592	0.000563708	0.00044734	0.00245682	4607.25	838.892	4.31E-11	4760	31264.1	5692.58	4683	10.3194	3.10E-05	5.64E-06	0
626	158489	70.7354	352.606	4.98486	0.00310898	0.000623685	0.000546918	0.00272631	4556.63	914.093	4.25E-11	4740	30920.5	6202.88	4647.41	11.3434	3.11E-05	6.24E-06	0
626	177828	69.9033	315.592	4.5147	0.00312216	0.000691554	0.000669027	0.00302046	4499.26	996.58	4.20E-11	4720	30531.2	6762.63	4608.31	12.4893	3.12E-05	6.92E-06	0
626	199526	68.9046	282.469	4.09942	0.00313544	0.000764851	0.000815088	0.00334138	4436.03	1082.11	4.14E-11	4700	30102.2	7343.04	4566.11	13.7088	3.14E-05	7.65E-06	0
626	223872	68.0725	253.368	3.72203	0.00315559	0.000847813	0.000989007	0.00368112	4355.6	1170.22	4.09E-11	4670	29556.4	7940.92	4510.06	15.0386	3.16E-05	8.48E-06	0
626	251189	67.0738	226.785	3.38113	0.00316916	0.000937307	0.00119923	0.00405477	4275.97	1264.66	4.03E-11	4650	29016	8581.74	4459.06	16.4761	3.17E-05	9.37E-06	0
626	281838	66.2417	203.435	3.07111	0.00318974	0.00103863	0.00144715	0.00444435	4177.12	1360.13	3.98E-11	4620	28345.2	9229.64	4392.98	18.036	3.19E-05	1.04E-05	0
626	316228	65.4095	182.895	2.79616	0.00321759	0.00115072	0.00173366	0.00484759	4060.64	1452.22	3.93E-11	4580	27554.8	9854.52	4312.51	19.6787	3.22E-05	1.15E-05	0
626	354813	64.4109	164.442	2.55301	0.00324594	0.00127142	0.00206512	0.00527228	3936.11	1541.75	3.87E-11	4540	26709.8	10462	4227.28	21.39	3.25E-05	1.27E-05	0
626	398107	63.4122	147.862	2.33175	0.0032748	0.00140444	0.00244984	0.00571243	3800.92	1630.07	3.81E-11	4500	25792.4	11061.4	4135.72	23.2126	3.27E-05	1.40E-05	0
